Unnamed: 0,Produto_ID,Nome_Produto2,Nome_Produto2.1,SKU,Setor,Classificacao ABC,Data,Quantidade Vendida,Quantidade_Estoque,Ruptura_Historica,% Ruptura
1752,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-19,37,84,0,0.0
1753,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-20,38,46,0,0.0
1754,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-21,36,27,9,0.25
1755,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-22,33,64,0,0.0
1756,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-23,31,71,0,0.0
1757,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-24,34,98,0,0.0
1758,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-25,31,23,8,0.258064516129032
1759,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-26,28,12,16,0.571428571428571
1760,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-27,31,42,0,0.0
1761,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-28,30,75,0,0.0
1762,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-29,29,98,0,0.0
1763,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-30,32,12,20,0.625
1764,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-31,29,19,10,0.344827586206896
1765,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-01,30,86,0,0.0
1766,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-02,31,65,0,0.0
1767,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-03,34,95,0,0.0
1768,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-04,32,71,0,0.0
1769,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-05,34,85,0,0.0
1770,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-06,37,13,24,0.648648648648648
1771,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-07,38,92,0,0.0
1772,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-08,37,7,30,0.81081081081081
1773,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-09,39,48,0,0.0
1774,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-10,40,50,0,0.0
1775,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-11,42,95,0,0.0
1776,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-12,42,66,0,0.0
1777,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-13,45,12,33,0.733333333333333
1778,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-14,42,17,25,0.595238095238095
1779,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-15,45,36,9,0.2
1780,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-16,42,86,0,0.0
1781,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-17,39,9,30,0.769230769230769
1782,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-18,45,31,14,0.311111111111111
1783,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-19,40,92,0,0.0
1784,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-20,40,55,0,0.0
1785,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-21,37,77,0,0.0
1786,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-22,39,91,0,0.0
1787,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-23,39,19,20,0.512820512820512
1788,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-24,35,29,6,0.171428571428571
1789,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-25,36,44,0,0.0
1790,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-26,36,22,14,0.388888888888888
1791,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-27,34,44,0,0.0
1792,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-28,38,99,0,0.0
1793,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-29,32,41,0,0.0
1794,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-11-30,33,38,0,0.0
1795,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-01,37,85,0,0.0
1796,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-02,36,77,0,0.0
1797,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-03,40,30,10,0.25
1798,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-04,40,7,33,0.825
1799,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-05,42,27,15,0.357142857142857
1800,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-06,41,21,20,0.48780487804878
1801,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-07,43,50,0,0.0
1802,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-08,44,29,15,0.34090909090909
1803,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-09,50,22,28,0.56
1804,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-10,47,66,0,0.0
1805,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-11,45,11,34,0.755555555555555
1806,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-12,50,79,0,0.0
1807,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-13,49,28,21,0.428571428571428
1808,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-14,50,42,8,0.16
1809,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-15,49,16,33,0.673469387755102
1810,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-16,48,53,0,0.0
1811,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-17,51,12,39,0.764705882352941
1812,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-18,47,37,10,0.212765957446808
1813,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-19,46,84,0,0.0
1814,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-20,48,63,0,0.0
1815,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-21,47,90,0,0.0
1816,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-22,47,37,10,0.212765957446808
1817,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-23,45,81,0,0.0
1818,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-24,44,12,32,0.727272727272727
1819,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-25,45,55,0,0.0
1820,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-26,41,65,0,0.0
1821,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-27,43,93,0,0.0
1822,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-28,42,44,0,0.0
1823,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-29,44,97,0,0.0
1824,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-30,46,76,0,0.0
1825,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-12-31,45,60,0,0.0
3438,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-01,140,50,90,0.642857142857142
3439,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-02,143,76,67,0.468531468531468
3440,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-03,137,54,83,0.605839416058394
3441,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-04,141,79,62,0.439716312056737
3442,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-05,141,26,115,0.815602836879432
3443,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-06,144,86,58,0.402777777777777
3444,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-07,140,85,55,0.392857142857142
3445,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-08,154,18,136,0.883116883116883
3446,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-09,154,55,99,0.642857142857142
3447,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-10,145,92,53,0.36551724137931
3448,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-11,146,83,63,0.431506849315068
3449,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-12,162,65,97,0.598765432098765
3450,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-13,158,48,110,0.696202531645569
3451,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-14,151,34,117,0.774834437086092
3452,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-15,157,88,69,0.439490445859872
3453,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-16,158,89,69,0.436708860759493
3454,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-17,161,91,70,0.434782608695652
3455,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-18,161,35,126,0.782608695652174
3456,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-19,156,96,60,0.384615384615384
3457,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-20,153,9,144,0.941176470588235
3458,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-21,149,59,90,0.604026845637583
3459,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-22,153,40,113,0.738562091503268
3460,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-23,143,68,75,0.524475524475524
3461,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-24,143,62,81,0.566433566433566
3462,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-25,133,76,57,0.428571428571428
3463,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-26,129,23,106,0.821705426356589
3464,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-27,132,22,110,0.833333333333333
3465,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-28,127,33,94,0.74015748031496
3466,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-29,121,89,32,0.264462809917355
3467,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-06-30,123,48,75,0.609756097560975
3468,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-01,133,96,37,0.278195488721804
3469,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-02,122,56,66,0.540983606557377
3470,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-03,121,12,109,0.900826446280991
3471,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-04,122,44,78,0.639344262295082
3472,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-05,129,19,110,0.852713178294573
3473,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-06,125,48,77,0.616
3474,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-07,128,13,115,0.8984375
3475,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-08,132,60,72,0.545454545454545
3476,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-09,137,18,119,0.868613138686131
3477,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-10,131,55,76,0.580152671755725
3478,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-11,132,10,122,0.924242424242424
3479,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-12,135,14,121,0.896296296296296
3480,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-13,142,61,81,0.570422535211267
3481,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-14,143,77,66,0.461538461538461
3482,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-15,141,79,62,0.439716312056737
3483,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-16,145,94,51,0.351724137931034
3484,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-17,143,82,61,0.426573426573426
3485,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-18,136,20,116,0.852941176470588
3486,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-19,131,83,48,0.366412213740458
3487,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-20,133,78,55,0.413533834586466
3488,2,Feijao,Iphone X,1334567890,Eletrônicos,1334567890,2022-07-21,134,19,115,0.85820895522388
